,Match_ID,team1,team2,season,date,venue,city,toss_winner,toss_decision,winner,Margin,Margin_Type,player_of_match
368,1304116,Sunrisers Hyderabad,Punjab Kings,2022,2022-05-22,Wankhede Stadium,Mumbai,Sunrisers Hyderabad,bat,Punjab Kings,5,wickets,Harpreet Brar
369,1312197,Rajasthan Royals,Gujarat Titans,2022,2022-05-24,Eden Gardens,Kolkata,Gujarat Titans,field,Gujarat Titans,7,wickets,DA Miller
370,1312198,Royal Challengers Bangalore,Lucknow Super Giants,2022,2022-05-25,Eden Gardens,Kolkata,Lucknow Super Giants,field,Royal Challengers Bangalore,14,runs,RM Patidar
371,1312199,Royal Challengers Bangalore,Rajasthan Royals,2022,2022-05-27,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,field,Rajasthan Royals,7,wickets,JC Buttler
372,1312200,Rajasthan Royals,Gujarat Titans,2022,2022-05-29,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,bat,Gujarat Titans,7,wickets,HH Pandya
373,335982,Royal Challengers Bangalore,Kolkata Knight Riders,2008,2008-04-18,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,140,runs,BB McCullum
374,335983,Punjab Kings,Chennai Super Kings,2008,2008-04-19,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Chennai Super Kings,bat,Chennai Super Kings,33,runs,MEK Hussey
375,335984,Delhi Daredevils,Rajasthan Royals,2008,2008-04-19,Arun Jaitley Stadium,Delhi,Rajasthan Royals,bat,Delhi Daredevils,9,wickets,MF Maharoof
376,335985,Mumbai Indians,Royal Challengers Bangalore,2008,2008-04-20,Wankhede Stadium,Mumbai,Mumbai Indians,bat,Royal Challengers Bangalore,5,wickets,MV Boucher
377,335986,Kolkata Knight Riders,Deccan Chargers,2008,2008-04-20,Eden Gardens,Kolkata,Deccan Chargers,bat,Kolkata Knight Riders,5,wickets,DJ Hussey
378,335987,Rajasthan Royals,Punjab Kings,2008,2008-04-21,Sawai Mansingh Stadium,Jaipur,Punjab Kings,bat,Rajasthan Royals,6,wickets,SR Watson
379,335988,Deccan Chargers,Delhi Daredevils,2008,2008-04-22,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,bat,Delhi Daredevils,9,wickets,V Sehwag
380,335989,Chennai Super Kings,Mumbai Indians,2008,2008-04-23,MA Chidambaram Stadium,Chennai,Mumbai Indians,field,Chennai Super Kings,6,runs,ML Hayden
381,335990,Deccan Chargers,Rajasthan Royals,2008,2008-04-24,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,field,Rajasthan Royals,3,wickets,YK Pathan
382,335991,Punjab Kings,Mumbai Indians,2008,2008-04-25,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Mumbai Indians,field,Punjab Kings,66,runs,KC Sangakkara
383,335992,Royal Challengers Bangalore,Rajasthan Royals,2008,2008-04-26,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,field,Rajasthan Royals,7,wickets,SR Watson
384,335993,Chennai Super Kings,Kolkata Knight Riders,2008,2008-04-26,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,bat,Chennai Super Kings,9,wickets,JDP Oram
385,335994,Mumbai Indians,Deccan Chargers,2008,2008-04-27,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Deccan Chargers,10,wickets,AC Gilchrist
386,335995,Punjab Kings,Delhi Daredevils,2008,2008-04-27,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Delhi Daredevils,bat,Punjab Kings,4,wickets,SM Katich
387,335996,Royal Challengers Bangalore,Chennai Super Kings,2008,2008-04-28,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,bat,Chennai Super Kings,13,runs,MS Dhoni
388,335997,Kolkata Knight Riders,Mumbai Indians,2008,2008-04-29,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Mumbai Indians,7,wickets,ST Jayasuriya
389,335998,Delhi Daredevils,Royal Challengers Bangalore,2008,2008-04-30,Arun Jaitley Stadium,Delhi,Royal Challengers Bangalore,field,Delhi Daredevils,10,runs,GD McGrath
390,335999,Deccan Chargers,Punjab Kings,2008,2008-05-01,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,field,Punjab Kings,7,wickets,SE Marsh
391,336000,Rajasthan Royals,Kolkata Knight Riders,2008,2008-05-01,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,Rajasthan Royals,45,runs,SA Asnodkar
392,336001,Chennai Super Kings,Delhi Daredevils,2008,2008-05-02,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Delhi Daredevils,8,wickets,V Sehwag
393,336002,Deccan Chargers,Royal Challengers Bangalore,2008,2008-05-25,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,bat,Royal Challengers Bangalore,5,wickets,R Vinay Kumar
394,336003,Punjab Kings,Kolkata Knight Riders,2008,2008-05-03,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,bat,Punjab Kings,9,runs,IK Pathan
395,336004,Mumbai Indians,Delhi Daredevils,2008,2008-05-04,Dr DY Patil Sports Academy,Mumbai,Delhi Daredevils,field,Mumbai Indians,29,runs,SM Pollock
396,336005,Rajasthan Royals,Chennai Super Kings,2008,2008-05-04,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,bat,Rajasthan Royals,8,wickets,Sohail Tanvir
397,336006,Royal Challengers Bangalore,Punjab Kings,2008,2008-05-05,M Chinnaswamy Stadium,Bangalore,Punjab Kings,field,Punjab Kings,6,wickets,S Sreesanth
398,336007,Chennai Super Kings,Deccan Chargers,2008,2008-05-06,MA Chidambaram Stadium,Chennai,Deccan Chargers,field,Deccan Chargers,7,wickets,AC Gilchrist
399,336008,Mumbai Indians,Rajasthan Royals,2008,2008-05-07,Dr DY Patil Sports Academy,Mumbai,Mumbai Indians,field,Mumbai Indians,7,wickets,A Nehra
400,336009,Delhi Daredevils,Chennai Super Kings,2008,2008-05-08,Arun Jaitley Stadium,Delhi,Chennai Super Kings,field,Chennai Super Kings,4,wickets,MS Dhoni
401,336010,Kolkata Knight Riders,Royal Challengers Bangalore,2008,2008-05-08,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,5,runs,SC Ganguly
402,336011,Rajasthan Royals,Deccan Chargers,2008,2008-05-09,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,8,wickets,YK Pathan
403,336012,Royal Challengers Bangalore,Mumbai Indians,2008,2008-05-28,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,Mumbai Indians,9,wickets,CRD Fernando
404,336013,Chennai Super Kings,Punjab Kings,2008,2008-05-10,MA Chidambaram Stadium,Chennai,Punjab Kings,field,Chennai Super Kings,18,runs,L Balaji
405,336014,Deccan Chargers,Kolkata Knight Riders,2008,2008-05-11,Rajiv Gandhi International Stadium,Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,23,runs,SC Ganguly
406,336015,Rajasthan Royals,Delhi Daredevils,2008,2008-05-11,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,3,wickets,SR Watson
407,336016,Punjab Kings,Royal Challengers Bangalore,2008,2008-05-12,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Royal Challengers Bangalore,bat,Punjab Kings,9,wickets,SE Marsh
408,336017,Kolkata Knight Riders,Delhi Daredevils,2008,2008-05-13,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,23,runs,Shoaib Akhtar
409,336018,Mumbai Indians,Chennai Super Kings,2008,2008-05-14,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,9,wickets,ST Jayasuriya
410,336019,Punjab Kings,Rajasthan Royals,2008,2008-05-28,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Rajasthan Royals,field,Punjab Kings,41,runs,SE Marsh
411,336020,Delhi Daredevils,Deccan Chargers,2008,2008-05-15,Arun Jaitley Stadium,Delhi,Deccan Chargers,field,Delhi Daredevils,12,runs,A Mishra
412,336021,Mumbai Indians,Kolkata Knight Riders,2008,2008-05-16,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,8,wickets,SM Pollock
413,336022,Delhi Daredevils,Punjab Kings,2008,2008-05-17,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Punjab Kings,6,runs,DPMD Jayawardene
414,336023,Rajasthan Royals,Royal Challengers Bangalore,2008,2008-05-17,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,field,Rajasthan Royals,65,runs,GC Smith
415,336024,Deccan Chargers,Mumbai Indians,2008,2008-05-18,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,field,Mumbai Indians,25,runs,DJ Bravo
416,336025,Kolkata Knight Riders,Chennai Super Kings,2008,2008-05-18,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Chennai Super Kings,3,runs,M Ntini
417,336026,Royal Challengers Bangalore,Delhi Daredevils,2008,2008-05-19,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,field,Delhi Daredevils,5,wickets,SP Goswami
418,336027,Kolkata Knight Riders,Rajasthan Royals,2008,2008-05-20,Eden Gardens,Kolkata,Rajasthan Royals,field,Rajasthan Royals,6,wickets,YK Pathan
419,336028,Mumbai Indians,Punjab Kings,2008,2008-05-21,Wankhede Stadium,Mumbai,Mumbai Indians,field,Punjab Kings,1,runs,SE Marsh
420,336029,Chennai Super Kings,Royal Challengers Bangalore,2008,2008-05-21,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,14,runs,A Kumble
421,336031,Punjab Kings,Deccan Chargers,2008,2008-05-23,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,Punjab Kings,6,wickets,SE Marsh
422,336032,Delhi Daredevils,Mumbai Indians,2008,2008-05-24,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Delhi Daredevils,5,wickets,KD Karthik
423,336033,Chennai Super Kings,Rajasthan Royals,2008,2008-05-24,MA Chidambaram Stadium,Chennai,Rajasthan Royals,bat,Rajasthan Royals,10,runs,JA Morkel
424,336034,Royal Challengers Bangalore,Deccan Chargers,2008,2008-05-03,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,field,Royal Challengers Bangalore,3,runs,P Kumar
425,336035,Kolkata Knight Riders,Punjab Kings,2008,2008-05-25,Eden Gardens,Kolkata,Punjab Kings,bat,Kolkata Knight Riders,3,wickets,Umar Gul
426,336036,Rajasthan Royals,Mumbai Indians,2008,2008-05-26,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,5,wickets,Sohail Tanvir
427,336037,Deccan Chargers,Chennai Super Kings,2008,2008-05-27,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,bat,Chennai Super Kings,7,wickets,SK Raina
428,336038,Delhi Daredevils,Rajasthan Royals,2008,2008-05-30,Wankhede Stadium,Mumbai,Delhi Daredevils,field,Rajasthan Royals,105,runs,SR Watson
429,336039,Chennai Super Kings,Punjab Kings,2008,2008-05-31,Wankhede Stadium,Mumbai,Punjab Kings,bat,Chennai Super Kings,9,wickets,M Ntini
430,336040,Chennai Super Kings,Rajasthan Royals,2008,2008-06-01,Dr DY Patil Sports Academy,Mumbai,Rajasthan Royals,field,Rajasthan Royals,3,wickets,YK Pathan
431,392181,Chennai Super Kings,Mumbai Indians,2009,2009-04-18,Newlands,Cape Town,Chennai Super Kings,field,Mumbai Indians,19,runs,SR Tendulkar
432,392182,Royal Challengers Bangalore,Rajasthan Royals,2009,2009-04-18,Newlands,Cape Town,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,75,runs,R Dravid
433,392183,Delhi Daredevils,Punjab Kings,2009,2009-04-19,Newlands,Cape Town,Delhi Daredevils,field,Delhi Daredevils,10,wickets,DL Vettori
434,392184,Deccan Chargers,Kolkata Knight Riders,2009,2009-04-19,Newlands,Cape Town,Kolkata Knight Riders,bat,Deccan Chargers,8,wickets,RP Singh
435,392185,Royal Challengers Bangalore,Chennai Super Kings,2009,2009-04-20,St George's Park,Port Elizabeth,Chennai Super Kings,bat,Chennai Super Kings,92,runs,M Muralitharan
436,392186,Punjab Kings,Kolkata Knight Riders,2009,2009-04-21,Kingsmead,Durban,Kolkata Knight Riders,field,Kolkata Knight Riders,11,runs,CH Gayle
437,392188,Royal Challengers Bangalore,Deccan Chargers,2009,2009-04-22,Newlands,Cape Town,Deccan Chargers,bat,Deccan Chargers,24,runs,AC Gilchrist
438,392189,Chennai Super Kings,Delhi Daredevils,2009,2009-04-23,Kingsmead,Durban,Delhi Daredevils,bat,Delhi Daredevils,9,runs,AB de Villiers
439,392190,Kolkata Knight Riders,Rajasthan Royals,2009,2009-04-23,Newlands,Cape Town,Kolkata Knight Riders,field,,0,Tie,
440,392191,Royal Challengers Bangalore,Punjab Kings,2009,2009-04-24,Kingsmead,Durban,Royal Challengers Bangalore,bat,Punjab Kings,7,wickets,RS Bopara
441,392192,Deccan Chargers,Mumbai Indians,2009,2009-04-25,Kingsmead,Durban,Deccan Chargers,bat,Deccan Chargers,12,runs,PP Ojha
442,392194,Royal Challengers Bangalore,Delhi Daredevils,2009,2009-04-26,St George's Park,Port Elizabeth,Royal Challengers Bangalore,bat,Delhi Daredevils,6,wickets,TM Dilshan
443,392195,Punjab Kings,Rajasthan Royals,2009,2009-04-26,Newlands,Cape Town,Punjab Kings,bat,Punjab Kings,27,runs,KC Sangakkara
444,392196,Chennai Super Kings,Deccan Chargers,2009,2009-04-27,Kingsmead,Durban,Deccan Chargers,field,Deccan Chargers,6,wickets,HH Gibbs
445,392197,Kolkata Knight Riders,Mumbai Indians,2009,2009-04-27,St George's Park,Port Elizabeth,Mumbai Indians,bat,Mumbai Indians,92,runs,SR Tendulkar
446,392198,Delhi Daredevils,Rajasthan Royals,2009,2009-04-28,SuperSport Park,Centurion,Delhi Daredevils,bat,Rajasthan Royals,5,wickets,YK Pathan
447,392199,Royal Challengers Bangalore,Kolkata Knight Riders,2009,2009-04-29,Kingsmead,Durban,Kolkata Knight Riders,bat,Royal Challengers Bangalore,5,wickets,MV Boucher
448,392200,Punjab Kings,Mumbai Indians,2009,2009-04-29,Kingsmead,Durban,Punjab Kings,bat,Punjab Kings,3,runs,KC Sangakkara
449,392201,Deccan Chargers,Delhi Daredevils,2009,2009-04-30,SuperSport Park,Centurion,Delhi Daredevils,field,Delhi Daredevils,6,wickets,DP Nannes
450,392202,Chennai Super Kings,Rajasthan Royals,2009,2009-04-30,SuperSport Park,Centurion,Rajasthan Royals,field,Chennai Super Kings,38,runs,SK Raina
451,392203,Kolkata Knight Riders,Mumbai Indians,2009,2009-05-01,Buffalo Park,East London,Mumbai Indians,bat,Mumbai Indians,9,runs,JP Duminy
452,392204,Royal Challengers Bangalore,Punjab Kings,2009,2009-05-01,Kingsmead,Durban,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,8,runs,Yuvraj Singh
453,392205,Deccan Chargers,Rajasthan Royals,2009,2009-05-02,St George's Park,Port Elizabeth,Deccan Chargers,bat,Rajasthan Royals,3,wickets,YK Pathan
454,392206,Chennai Super Kings,Delhi Daredevils,2009,2009-05-02,New Wanderers Stadium,Johannesburg,Delhi Daredevils,field,Chennai Super Kings,18,runs,SB Jakati
455,392207,Punjab Kings,Kolkata Knight Riders,2009,2009-05-03,St George's Park,Port Elizabeth,Kolkata Knight Riders,bat,Punjab Kings,6,wickets,DPMD Jayawardene
456,392208,Royal Challengers Bangalore,Mumbai Indians,2009,2009-05-03,New Wanderers Stadium,Johannesburg,Mumbai Indians,bat,Royal Challengers Bangalore,9,wickets,JH Kallis
457,392209,Chennai Super Kings,Deccan Chargers,2009,2009-05-04,Buffalo Park,East London,Chennai Super Kings,bat,Chennai Super Kings,78,runs,MS Dhoni
458,392210,Punjab Kings,Rajasthan Royals,2009,2009-05-05,Kingsmead,Durban,Punjab Kings,field,Rajasthan Royals,78,runs,GC Smith
459,392211,Delhi Daredevils,Kolkata Knight Riders,2009,2009-05-05,Kingsmead,Durban,Kolkata Knight Riders,bat,Delhi Daredevils,9,wickets,G Gambhir
460,392212,Deccan Chargers,Mumbai Indians,2009,2009-05-06,SuperSport Park,Centurion,Deccan Chargers,bat,Deccan Chargers,19,runs,RG Sharma
461,392213,Royal Challengers Bangalore,Rajasthan Royals,2009,2009-05-07,SuperSport Park,Centurion,Rajasthan Royals,field,Rajasthan Royals,7,wickets,A Singh
462,392214,Chennai Super Kings,Punjab Kings,2009,2009-05-07,SuperSport Park,Centurion,Chennai Super Kings,bat,Chennai Super Kings,12,runs,ML Hayden
463,392215,Delhi Daredevils,Mumbai Indians,2009,2009-05-08,Buffalo Park,East London,Mumbai Indians,bat,Delhi Daredevils,7,wickets,A Nehra
464,392216,Deccan Chargers,Punjab Kings,2009,2009-05-09,De Beers Diamond Oval,Kimberley,Punjab Kings,field,Punjab Kings,3,wickets,DPMD Jayawardene
465,392217,Chennai Super Kings,Rajasthan Royals,2009,2009-05-09,De Beers Diamond Oval,Kimberley,Rajasthan Royals,bat,Chennai Super Kings,7,wickets,S Badrinath
466,392218,Royal Challengers Bangalore,Mumbai Indians,2009,2009-05-10,St George's Park,Port Elizabeth,Mumbai Indians,bat,Mumbai Indians,16,runs,JP Duminy
467,392219,Delhi Daredevils,Kolkata Knight Riders,2009,2009-05-10,New Wanderers Stadium,Johannesburg,Delhi Daredevils,field,Delhi Daredevils,7,wickets,A Mishra
468,392220,Deccan Chargers,Rajasthan Royals,2009,2009-05-11,De Beers Diamond Oval,Kimberley,Deccan Chargers,bat,Deccan Chargers,53,runs,DR Smith
469,392221,Royal Challengers Bangalore,Kolkata Knight Riders,2009,2009-05-12,SuperSport Park,Centurion,Royal Challengers Bangalore,field,Royal Challengers Bangalore,6,wickets,LRPL Taylor
470,392222,Punjab Kings,Mumbai Indians,2009,2009-05-12,SuperSport Park,Centurion,Punjab Kings,bat,Mumbai Indians,8,wickets,Harbhajan Singh
471,392223,Deccan Chargers,Delhi Daredevils,2009,2009-05-13,Kingsmead,Durban,Deccan Chargers,field,Delhi Daredevils,12,runs,R Bhatia
472,392224,Royal Challengers Bangalore,Chennai Super Kings,2009,2009-05-14,Kingsmead,Durban,Chennai Super Kings,bat,Royal Challengers Bangalore,2,wickets,LRPL Taylor
473,392225,Mumbai Indians,Rajasthan Royals,2009,2009-05-14,Kingsmead,Durban,Rajasthan Royals,bat,Rajasthan Royals,2,runs,SK Warne
474,392226,Delhi Daredevils,Punjab Kings,2009,2009-05-15,OUTsurance Oval,Bloemfontein,Punjab Kings,field,Punjab Kings,6,wickets,B Lee
475,392227,Chennai Super Kings,Mumbai Indians,2009,2009-05-16,St George's Park,Port Elizabeth,Mumbai Indians,bat,Chennai Super Kings,7,wickets,ML Hayden
476,392228,Deccan Chargers,Kolkata Knight Riders,2009,2009-05-16,New Wanderers Stadium,Johannesburg,Deccan Chargers,field,Deccan Chargers,6,wickets,RG Sharma
477,392229,Deccan Chargers,Punjab Kings,2009,2009-05-17,New Wanderers Stadium,Johannesburg,Deccan Chargers,field,Punjab Kings,1,runs,Yuvraj Singh
478,392230,Delhi Daredevils,Rajasthan Royals,2009,2009-05-17,OUTsurance Oval,Bloemfontein,Delhi Daredevils,bat,Delhi Daredevils,14,runs,AB de Villiers
479,392231,Chennai Super Kings,Kolkata Knight Riders,2009,2009-05-18,SuperSport Park,Centurion,Chennai Super Kings,bat,Kolkata Knight Riders,7,wickets,BJ Hodge
480,392232,Royal Challengers Bangalore,Delhi Daredevils,2009,2009-05-19,New Wanderers Stadium,Johannesburg,Delhi Daredevils,bat,Royal Challengers Bangalore,7,wickets,JH Kallis
481,392233,Kolkata Knight Riders,Rajasthan Royals,2009,2009-05-20,Kingsmead,Durban,Kolkata Knight Riders,field,Kolkata Knight Riders,4,wickets,LR Shukla
482,392234,Chennai Super Kings,Punjab Kings,2009,2009-05-20,Kingsmead,Durban,Chennai Super Kings,bat,Chennai Super Kings,24,runs,M Muralitharan
483,392235,Delhi Daredevils,Mumbai Indians,2009,2009-05-21,SuperSport Park,Centurion,Delhi Daredevils,field,Delhi Daredevils,4,wickets,V Sehwag
484,392236,Royal Challengers Bangalore,Deccan Chargers,2009,2009-05-21,SuperSport Park,Centurion,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,12,runs,MK Pandey
485,392237,Delhi Daredevils,Deccan Chargers,2009,2009-05-22,SuperSport Park,Centurion,Deccan Chargers,field,Deccan Chargers,6,wickets,AC Gilchrist
486,392238,Royal Challengers Bangalore,Chennai Super Kings,2009,2009-05-23,New Wanderers Stadium,Johannesburg,Royal Challengers Bangalore,field,Royal Challengers Bangalore,6,wickets,MK Pandey
487,392239,Royal Challengers Bangalore,Deccan Chargers,2009,2009-05-24,New Wanderers Stadium,Johannesburg,Royal Challengers Bangalore,field,Deccan Chargers,6,runs,A Kumble
488,419106,Deccan Chargers,Kolkata Knight Riders,2010,2010-03-12,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Kolkata Knight Riders,11,runs,AD Mathews
489,419107,Mumbai Indians,Rajasthan Royals,2010,2010-03-13,Brabourne Stadium,Mumbai,Mumbai Indians,bat,Mumbai Indians,4,runs,YK Pathan
490,419108,Punjab Kings,Delhi Daredevils,2010,2010-03-13,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Delhi Daredevils,field,Delhi Daredevils,5,wickets,G Gambhir
491,419109,Kolkata Knight Riders,Royal Challengers Bangalore,2010,2010-03-14,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,7,wickets,MK Tiwary
492,419110,Chennai Super Kings,Deccan Chargers,2010,2010-03-14,MA Chidambaram Stadium,Chennai,Deccan Chargers,bat,Deccan Chargers,31,runs,WPUJC Vaas
493,419111,Rajasthan Royals,Delhi Daredevils,2010,2010-03-15,"Sardar Patel Stadium, Motera",Ahmedabad,Delhi Daredevils,field,Delhi Daredevils,6,wickets,V Sehwag
494,419112,Royal Challengers Bangalore,Punjab Kings,2010,2010-03-16,M Chinnaswamy Stadium,Bangalore,Punjab Kings,bat,Royal Challengers Bangalore,8,wickets,JH Kallis
495,419113,Kolkata Knight Riders,Chennai Super Kings,2010,2010-03-16,Eden Gardens,Kolkata,Chennai Super Kings,bat,Chennai Super Kings,55,runs,MS Dhoni
496,419114,Delhi Daredevils,Mumbai Indians,2010,2010-03-17,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Mumbai Indians,98,runs,SR Tendulkar
497,419115,Royal Challengers Bangalore,Rajasthan Royals,2010,2010-03-18,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,10,wickets,JH Kallis
498,419116,Delhi Daredevils,Chennai Super Kings,2010,2010-03-19,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Chennai Super Kings,5,wickets,ML Hayden
499,419117,Deccan Chargers,Punjab Kings,2010,2010-03-19,Barabati Stadium,Cuttack,Punjab Kings,field,Deccan Chargers,6,runs,A Symonds
500,419118,Rajasthan Royals,Kolkata Knight Riders,2010,2010-03-20,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,bat,Rajasthan Royals,34,runs,AA Jhunjhunwala
501,419119,Mumbai Indians,Royal Challengers Bangalore,2010,2010-03-20,Brabourne Stadium,Mumbai,Mumbai Indians,bat,Royal Challengers Bangalore,7,wickets,JH Kallis
502,419120,Deccan Chargers,Delhi Daredevils,2010,2010-03-21,Barabati Stadium,Cuttack,Deccan Chargers,bat,Deccan Chargers,10,runs,A Symonds
503,419121,Chennai Super Kings,Punjab Kings,2010,2010-03-21,MA Chidambaram Stadium,Chennai,Chennai Super Kings,field,,0,Tie,
504,419122,Mumbai Indians,Kolkata Knight Riders,2010,2010-03-22,Brabourne Stadium,Mumbai,Kolkata Knight Riders,bat,Mumbai Indians,7,wickets,SR Tendulkar
505,419123,Royal Challengers Bangalore,Chennai Super Kings,2010,2010-03-23,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,36,runs,RV Uthappa
506,419124,Punjab Kings,Rajasthan Royals,2010,2010-03-24,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,Rajasthan Royals,31,runs,AC Voges
507,419125,Chennai Super Kings,Mumbai Indians,2010,2010-03-25,Brabourne Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,5,wickets,SR Tendulkar
508,419126,Rajasthan Royals,Deccan Chargers,2010,2010-03-26,"Sardar Patel Stadium, Motera",Ahmedabad,Deccan Chargers,bat,Rajasthan Royals,8,wickets,YK Pathan
509,419127,Punjab Kings,Kolkata Knight Riders,2010,2010-03-27,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Kolkata Knight Riders,bat,Kolkata Knight Riders,39,runs,MK Tiwary
510,419128,Royal Challengers Bangalore,Delhi Daredevils,2010,2010-03-25,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Delhi Daredevils,17,runs,KM Jadhav
511,419129,Rajasthan Royals,Chennai Super Kings,2010,2010-03-28,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,bat,Rajasthan Royals,17,runs,NV Ojha
512,419130,Deccan Chargers,Mumbai Indians,2010,2010-03-28,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Mumbai Indians,41,runs,Harbhajan Singh
513,419131,Delhi Daredevils,Kolkata Knight Riders,2010,2010-03-29,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Delhi Daredevils,40,runs,DA Warner
514,419132,Mumbai Indians,Punjab Kings,2010,2010-03-30,Brabourne Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,4,wickets,SL Malinga
515,419133,Chennai Super Kings,Royal Challengers Bangalore,2010,2010-03-31,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,bat,Chennai Super Kings,5,wickets,M Vijay
516,419134,Delhi Daredevils,Rajasthan Royals,2010,2010-03-31,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Delhi Daredevils,67,runs,KD Karthik
517,419135,Kolkata Knight Riders,Deccan Chargers,2010,2010-04-01,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,24,runs,SC Ganguly
518,419136,Punjab Kings,Royal Challengers Bangalore,2010,2010-04-02,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,bat,Royal Challengers Bangalore,6,wickets,KP Pietersen
519,419137,Chennai Super Kings,Rajasthan Royals,2010,2010-04-03,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,23,runs,M Vijay
520,419138,Mumbai Indians,Deccan Chargers,2010,2010-04-03,Brabourne Stadium,Mumbai,Mumbai Indians,bat,Mumbai Indians,63,runs,AT Rayudu
521,419139,Kolkata Knight Riders,Punjab Kings,2010,2010-04-04,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Punjab Kings,8,wickets,DPMD Jayawardene
522,419140,Delhi Daredevils,Royal Challengers Bangalore,2010,2010-04-04,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Delhi Daredevils,37,runs,PD Collingwood
523,419141,Deccan Chargers,Rajasthan Royals,2010,2010-04-05,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Rajasthan Royals,bat,Rajasthan Royals,2,runs,SK Warne
524,419142,Chennai Super Kings,Mumbai Indians,2010,2010-04-06,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,24,runs,SK Raina
